,impath,label,Hmax,Wmax,Attnlabel
828,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_829.png," ""priory""",1410,2155,[ 1  3  5 69 71 62 68 71 78  5  2]
829,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_830.png," ""galleries""",1410,2155,[ 1  3  5 60 54 65 65 58 71 62 58 72  5  2]
830,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_831.png," ""at""",1410,2155,[ 1  3  5 54 73  5  2]
831,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_832.png," ""the""",1410,2155,[ 1  3  5 73 61 58  5  2]
832,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_833.png," ""ship""",1410,2155,[ 1  3  5 72 61 62 69  5  2]
833,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_834.png," ""priory""",1410,2155,[ 1  3  5 69 71 62 68 71 78  5  2]
834,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_835.png," ""galleries""",1410,2155,[ 1  3  5 60 54 65 65 58 71 62 58 72  5  2]
835,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_836.png," ""at""",1410,2155,[ 1  3  5 54 73  5  2]
836,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_837.png," ""the""",1410,2155,[ 1  3  5 73 61 58  5  2]
837,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_838.png," ""ship""",1410,2155,[ 1  3  5 72 61 62 69  5  2]
838,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_839.png," ""TANFORDS""",1410,2155,[ 1  3  5 45 26 39 31 40 43 29 44  5  2]
839,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_840.png," ""NO""",1410,2155,[ 1  3  5 39 40  5  2]
840,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_841.png," ""SMOKING""",1410,2155,[ 1  3  5 44 38 40 36 34 39 32  5  2]
841,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_842.png," ""MAXIMUM""",1410,2155,[ 1  3  5 38 26 49 34 38 46 38  5  2]
842,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_843.png," ""PENALTY""",1410,2155,[ 1  3  5 41 30 39 26 37 45 50  5  2]
843,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_844.png," ""100""",1410,2155,[ 1  3  5 14 13 13  5  2]
844,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_845.png," ""Colchester""",1410,2155,[ 1  3  5 28 68 65 56 61 58 72 73 58 71  5  2]
845,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_846.png," ""Insurance""",1410,2155,[ 1  3  5 34 67 72 74 71 54 67 56 58  5  2]
846,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_847.png," ""Centre""",1410,2155,[ 1  3  5 28 58 67 73 71 58  5  2]
847,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_848.png," ""EAST""",1410,2155,[ 1  3  5 30 26 44 45  5  2]
848,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_849.png," ""HILL""",1410,2155,[ 1  3  5 33 34 37 37  5  2]
849,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_850.png," ""chips""",1410,2155,[ 1  3  5 56 61 62 69 72  5  2]
850,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_851.png," ""cut""",1410,2155,[ 1  3  5 56 74 73  5  2]
851,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_852.png," ""over""",1410,2155,[ 1  3  5 68 75 58 71  5  2]
852,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_853.png," ""prices""",1410,2155,[ 1  3  5 69 71 62 56 58 72  5  2]
853,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_854.png," ""chopped""",1410,2155,[ 1  3  5 56 61 68 69 69 58 57  5  2]
854,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_855.png," ""4",1410,2155,[ 1  3  5 17  2]
855,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_856.png," ""ANTIQUES""",1410,2155,[ 1  3  5 26 39 45 34 42 46 30 44  5  2]
856,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_857.png," ""MILL""",1410,2155,[ 1  3  5 38 34 37 37  5  2]
857,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_858.png," ""ION""",1410,2155,[ 1  3  5 34 40 39  5  2]
858,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_859.png," ""RT""",1410,2155,[ 1  3  5 43 45  5  2]
859,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_860.png," ""ER""",1410,2155,[ 1  3  5 30 43  5  2]
860,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_861.png," ""4447""",1410,2155,[ 1  3  5 17 17 17 20  5  2]
861,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_862.png," ""HAMBLION""",1410,2155,[ 1  3  5 33 26 38 27 37 34 40 39  5  2]
862,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_863.png," ""TRANSPORT""",1410,2155,[ 1  3  5 45 43 26 39 44 41 40 43 45  5  2]
863,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_864.png," ""STORAGE""",1410,2155,[ 1  3  5 44 45 40 43 26 32 30  5  2]
864,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_865.png," ""&""",1410,2155,[1 3 5 6 5 2]
865,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_866.png," ""DISTRIBUTION""",1410,2155,[ 1  3  5 29 34 44 45 43 34 27 46 45 34 40 39  5  2]
866,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_867.png," ""COLCHESTER""",1410,2155,[ 1  3  5 28 40 37 28 33 30 44 45 30 43  5  2]
867,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_868.png," ""794447""",1410,2155,[ 1  3  5 20 22 17 17 17 20  5  2]
868,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_869.png," ""6""",1410,2155,[ 1  3  5 19  5  2]
869,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_870.png," ""University""",1410,2155,[ 1  3  5 46 67 62 75 58 71 72 62 73 78  5  2]
870,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_871.png," ""of""",1410,2155,[ 1  3  5 68 59  5  2]
871,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_872.png," ""Essex""",1410,2155,[ 1  3  5 30 72 72 58 77  5  2]
872,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_873.png," ""Gas""",1410,2155,[ 1  3  5 32 54 72  5  2]
873,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_874.png," ""Station""",1410,2155,[ 1  3  5 44 73 54 73 62 68 67  5  2]
874,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_875.png," ""No""",1410,2155,[ 1  3  5 39 68  5  2]
875,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_876.png," ""M""",1410,2155,[ 1  3  5 38  5  2]
876,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_877.png," ""Dry""",1410,2155,[ 1  3  5 29 71 78  5  2]
877,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_878.png," ""riser""",1410,2155,[ 1  3  5 71 62 72 58 71  5  2]
878,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_879.png," ""Department""",1410,2155,[ 1  3  5 29 58 69 54 71 73 66 58 67 73  5  2]
879,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_880.png," ""of""",1410,2155,[ 1  3  5 68 59  5  2]
880,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_881.png," ""Psychology""",1410,2155,[ 1  3  5 41 72 78 56 61 68 65 68 60 78  5  2]
881,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_882.png," ""Second""",1410,2155,[ 1  3  5 44 58 56 68 67 57  5  2]
882,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_883.png," ""Year""",1410,2155,[ 1  3  5 50 58 54 71  5  2]
883,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_884.png," ""3""",1410,2155,[ 1  3  5 16  5  2]
884,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_885.png," ""FLOOR""",1410,2155,[ 1  3  5 31 37 40 40 43  5  2]
885,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_886.png," ""POST""",1410,2155,[ 1  3  5 41 40 44 45  5  2]
886,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_887.png," ""OFFICE""",1410,2155,[ 1  3  5 40 31 31 34 28 30  5  2]
887,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_888.png," ""NATIONAL""",1410,2155,[ 1  3  5 39 26 45 34 40 39 26 37  5  2]
888,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_889.png," ""EXPRESS""",1410,2155,[ 1  3  5 30 49 41 43 30 44 44  5  2]
889,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_890.png," ""POSTPAK""",1410,2155,[ 1  3  5 41 40 44 45 41 26 36  5  2]
890,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_891.png," ""POSTPAK""",1410,2155,[ 1  3  5 41 40 44 45 41 26 36  5  2]
891,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_892.png," ""POST""",1410,2155,[ 1  3  5 41 40 44 45  5  2]
892,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_893.png," ""OFFICE""",1410,2155,[ 1  3  5 40 31 31 34 28 30  5  2]
893,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_894.png," ""the""",1410,2155,[ 1  3  5 73 61 58  5  2]
894,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_895.png," ""copy""",1410,2155,[ 1  3  5 56 68 69 78  5  2]
895,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_896.png," ""centre""",1410,2155,[ 1  3  5 56 58 67 73 71 58  5  2]
896,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_897.png," ""COPIES""",1410,2155,[ 1  3  5 28 40 41 34 30 44  5  2]
897,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_898.png," ""LASER""",1410,2155,[ 1  3  5 37 26 44 30 43  5  2]
898,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_899.png," ""COLOUR""",1410,2155,[ 1  3  5 28 40 37 40 46 43  5  2]
899,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_900.png," ""U""",1410,2155,[ 1  3  5 46  5  2]
900,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_901.png," ""Tetley""",1410,2155,[ 1  3  5 45 58 73 65 58 78  5  2]
901,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_902.png," ""To""",1410,2155,[ 1  3  5 45 68  5  2]
902,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_903.png," ""find""",1410,2155,[ 1  3  5 59 62 67 57  5  2]
903,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_904.png," ""out""",1410,2155,[ 1  3  5 68 74 73  5  2]
904,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_905.png," ""just""",1410,2155,[ 1  3  5 63 74 72 73  5  2]
905,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_906.png," ""hellmann""",1410,2155,[ 1  3  5 61 58 65 65 66 54 67 67  5  2]
906,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_907.png," ""parcel""",1410,2155,[ 1  3  5 69 54 71 56 58 65  5  2]
907,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_908.png," ""systems""",1410,2155,[ 1  3  5 72 78 72 73 58 66 72  5  2]
908,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_909.png," ""Free""",1410,2155,[ 1  3  5 31 71 58 58  5  2]
909,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_910.png," ""Travel""",1410,2155,[ 1  3  5 45 71 54 75 58 65  5  2]
910,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_911.png," ""Please""",1410,2155,[ 1  3  5 41 65 58 54 72 58  5  2]
911,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_912.png," ""wait""",1410,2155,[ 1  3  5 76 54 62 73  5  2]
912,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_913.png," ""here""",1410,2155,[ 1  3  5 61 58 71 58  5  2]
913,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_914.png," ""until""",1410,2155,[ 1  3  5 74 67 73 62 65  5  2]
914,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_915.png," ""a""",1410,2155,[ 1  3  5 54  5  2]
915,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_916.png," ""cashier""",1410,2155,[ 1  3  5 56 54 72 61 62 58 71  5  2]
916,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_917.png," ""is""",1410,2155,[ 1  3  5 62 72  5  2]
917,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_918.png," ""available""",1410,2155,[ 1  3  5 54 75 54 62 65 54 55 65 58  5  2]
918,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_919.png," ""SHOP""",1410,2155,[ 1  3  5 44 33 40 41  5  2]
919,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_920.png," ""TO""",1410,2155,[ 1  3  5 45 40  5  2]
920,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_921.png," ""LET""",1410,2155,[ 1  3  5 37 30 45  5  2]
921,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_922.png," ""Oxfam""",1410,2155,[ 1  3  5 40 77 59 54 66  5  2]
922,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_923.png," ""Bookshop""",1410,2155,[ 1  3  5 27 68 68 64 72 61 68 69  5  2]
923,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_924.png," ""No""",1410,2155,[ 1  3  5 39 68  5  2]
924,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_925.png," ""smoking""",1410,2155,[ 1  3  5 72 66 68 64 62 67 60  5  2]
925,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_926.png," ""beyond""",1410,2155,[ 1  3  5 55 58 78 68 67 57  5  2]
926,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_927.png," ""this""",1410,2155,[ 1  3  5 73 61 62 72  5  2]
927,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_928.png," ""point""",1410,2155,[ 1  3  5 69 68 62 67 73  5  2]
928,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_929.png," ""High""",1410,2155,[ 1  3  5 33 62 60 61  5  2]
929,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_930.png," ""Fidelity""",1410,2155,[ 1  3  5 31 62 57 58 65 62 73 78  5  2]
930,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_931.png," ""NICK""",1410,2155,[ 1  3  5 39 34 28 36  5  2]
931,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_932.png," ""HORNBY""",1410,2155,[ 1  3  5 33 40 43 39 27 50  5  2]
932,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_933.png," ""Mark""",1410,2155,[ 1  3  5 38 54 71 64  5  2]
933,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_934.png," ""Z.""",1410,2155,[ 1  3  5 51 11  5  2]
934,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_935.png," ""Danielewski's""",1410,2155,[ 1  3  5 29 54 67 62 58 65 58 76 72 64 62  7 72  5  2]
935,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_936.png," ""HOUSE""",1410,2155,[ 1  3  5 33 40 46 44 30  5  2]
936,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_937.png," ""OF""",1410,2155,[ 1  3  5 40 31  5  2]
937,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_938.png," ""LEAVES""",1410,2155,[ 1  3  5 37 30 26 47 30 44  5  2]
938,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_939.png," ""John""",1410,2155,[ 1  3  5 35 68 61 67  5  2]
939,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_940.png," ""Stein""",1410,2155,[ 1  3  5 44 73 58 62 67  5  2]
940,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_941.png," ""beck""",1410,2155,[ 1  3  5 55 58 56 64  5  2]
941,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_942.png," ""The""",1410,2155,[ 1  3  5 45 61 58  5  2]
942,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_943.png," ""Grapes""",1410,2155,[ 1  3  5 32 71 54 69 58 72  5  2]
943,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_944.png," ""of""",1410,2155,[ 1  3  5 68 59  5  2]
944,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_945.png," ""Wrath""",1410,2155,[ 1  3  5 48 71 54 73 61  5  2]
945,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_946.png," ""HEART""",1410,2155,[ 1  3  5 33 30 26 43 45  5  2]
946,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_947.png," ""OF""",1410,2155,[ 1  3  5 40 31  5  2]
947,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_948.png," ""DARKNESS""",1410,2155,[ 1  3  5 29 26 43 36 39 30 44 44  5  2]
948,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_949.png," ""JOSEPH""",1410,2155,[ 1  3  5 35 40 44 30 41 33  5  2]
949,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_950.png," ""CONRAD""",1410,2155,[ 1  3  5 28 40 39 43 26 29  5  2]
950,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_951.png," ""Truman""",1410,2155,[ 1  3  5 45 71 74 66 54 67  5  2]
951,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_952.png," ""Capote""",1410,2155,[ 1  3  5 28 54 69 68 73 58  5  2]
952,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_953.png," ""Breakfast""",1410,2155,[ 1  3  5 27 71 58 54 64 59 54 72 73  5  2]
953,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_954.png," ""at""",1410,2155,[ 1  3  5 54 73  5  2]
954,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_955.png," ""Tiffany's""",1410,2155,[ 1  3  5 45 62 59 59 54 67 78  7 72  5  2]
955,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_956.png," ""NAD""",1410,2155,[ 1  3  5 39 26 29  5  2]
956,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_957.png," ""PHONES""",1410,2155,[ 1  3  5 41 33 40 39 30 44  5  2]
957,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_958.png," ""IR""",1410,2155,[ 1  3  5 34 43  5  2]
958,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_959.png," ""EAST""",1410,2155,[ 1  3  5 30 26 44 45  5  2]
959,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_960.png," ""COURT""",1410,2155,[ 1  3  5 28 40 46 43 45  5  2]
960,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_961.png," ""HOUSE""",1410,2155,[ 1  3  5 33 40 46 44 30  5  2]
961,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_962.png," ""Student""",1410,2155,[ 1  3  5 44 73 74 57 58 67 73  5  2]
962,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_963.png," ""Accounts""",1410,2155,[ 1  3  5 26 56 56 68 74 67 73 72  5  2]
963,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_964.png," ""Do""",1410,2155,[ 1  3  5 29 68  5  2]
964,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_965.png," ""you""",1410,2155,[ 1  3  5 78 68 74  5  2]
965,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_966.png," ""know""",1410,2155,[ 1  3  5 64 67 68 76  5  2]
966,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_967.png," ""anyone""",1410,2155,[ 1  3  5 54 67 78 68 67 58  5  2]
